"","weeks","lb_positive","ub_positive","fraction"
"106",110,0.0463225675496421,0.159045141049237,0.406223029779646
"107",111,0.0487887155105914,0.164929988863339,0.425487301406948
"108",112,0.0467242035297771,0.166329133482796,0.42853057003079
"109",113,0.0518332381173674,0.160712797954242,0.450791321161645
"110",114,0.0489996357071691,0.16279737219515,0.433063253672277
"111",115,0.0564280866618532,0.162660654027833,0.437746139772351
"112",116,0.055817877231212,0.164899080142009,0.460767507522298
"113",117,0.0580097328875926,0.159889238089848,0.458800474437099
"114",118,0.05848961302226,0.161923938192928,0.410607244505795
"115",119,0.055925946696853,0.1657524436317,0.399842349263147
"116",120,0.0504054907277579,0.15546683527416,0.399237540459357
"117",121,0.0506504633301673,0.155213391800565,0.406263772575986
"118",122,0.0510660304826576,0.155834944662893,0.365826555357376
"119",123,0.0493691409416994,0.159010952005842,0.385676214527532
"120",124,0.0551115988233312,0.152871858067795,0.381705274176119
"121",125,0.055466983028418,0.156473559474343,0.394276301359715
"122",126,0.053588661452504,0.156462444357407,0.378941722982236
"123",127,0.0525556629364186,0.154163766517401,0.362056120242681
"124",128,0.0437763323752051,0.15109554746652,0.368365162453099
"125",129,0.0477232701575867,0.162844940854096,0.358817073130909
"126",130,0.0525621500352845,0.165788712305055,0.347640163809934
"127",131,0.0600223052097696,0.170688040241748,0.379698208457707
"128",132,0.0461817796152094,0.15721154535453,0.322873436572925
"129",133,0.0540923008795204,0.167100453298742,0.333545494733666
"130",134,0.0473053068348776,0.171311454007261,0.323765332585287
"131",135,0.0457153477192946,0.167208658693266,0.326825396866401
"132",136,0.0426936729690175,0.157715547133684,0.325574097499375
"133",137,0.0449011441307136,0.156315537092389,0.266400192094341
"134",138,0.0429799825536964,0.171853985809816,0.257550989527195
"135",139,0.04145709557182,0.166951563706353,0.259272026679955
"136",140,0.0495474086258093,0.163736433340444,0.261933945185072
"137",141,0.0469208734413588,0.162387117282449,0.303132828167102
"138",142,0.0466119068118237,0.166257993850389,0.298021827296201
"139",143,0.0584708958285803,0.167641321629873,0.319965497657161
"140",144,0.0473487927635297,0.162119664214305,0.297012448103735
"141",145,0.0509306226575947,0.164478881203814,0.313763665328106
"142",146,0.0514945388427094,0.167703719660386,0.312834170583882
"143",147,0.0539060535674076,0.168752638579778,0.318967163310086
"144",148,0.0490881465235924,0.160247156673313,0.31767241746609
"145",149,0.0464431153964921,0.15339661683726,0.353616656787408
"146",150,0.0579812013512856,0.170162302534189,0.313066656197095
"147",151,0.0559931797516856,0.17630444826155,0.35048636762244
"148",152,0.0552928594467054,0.178583282450237,0.310622305569871
"149",153,0.0521134051225119,0.17491628895127,0.30173163504155
"150",154,0.0525607196000497,0.173303102759619,0.339033410874444
"151",155,0.0590753978596627,0.173928761937143,0.356238715725959
"152",156,0.053938251056939,0.172820584440678,0.335872851152843
"153",157,0.0562974918668669,0.174792703006233,0.332680314417258
"154",158,0.0540897925808153,0.179595686700371,0.317974671450863
"155",159,0.0543152998015042,0.173494476219591,0.356288318666407
"156",160,0.0542547813191096,0.174398318487796,0.367842187367755
"157",161,0.0547152452333095,0.164794360232145,0.388684889413375
"158",162,0.0533757420214979,0.16770850944868,0.391234878418467
"159",163,0.0574092558098975,0.161590151107222,0.412111867064537
"160",164,0.0590872093359238,0.17121954005435,0.383816373443897
"161",165,0.0566185869004569,0.16243244954412,0.412353025954343
"162",166,0.0557368228832639,0.161537662006366,0.406036030879033
"163",167,0.0590786883633233,0.164626963669982,0.411286448222341
"164",168,0.0620174749996629,0.174744350300667,0.366571647530463
"165",169,0.0589475085723393,0.16440862369994,0.354837976732306
"166",170,0.0531558217304137,0.169419582362321,0.351317841075612
"167",171,0.0593569796916094,0.169784077535919,0.349056574140113
"168",172,0.0548597502995108,0.160702408174051,0.358152072956313
"169",173,0.0589595445614797,0.168868808528077,0.371639099252561
"170",174,0.0500752417906604,0.170201329583656,0.358451102242359
"171",175,0.0558850847995186,0.167991732283532,0.351868118994394
"172",176,0.0542558816265895,0.173062219092388,0.307959736315105
"173",177,0.0561121773926036,0.171198875032081,0.321157458194073
"174",178,0.0569943479120856,0.175321902822988,0.352730364479235
"175",179,0.0572023214170154,0.175071939527549,0.33633536220356
"176",180,0.0563905337496922,0.171597548817596,0.326316687681575
"177",181,0.056681202883365,0.17317933885172,0.348236329842175
"178",182,0.052098752087408,0.177137426732818,0.353415959118735
"179",183,0.0505411501103932,0.17543620937852,0.324267063053101
"180",184,0.0529027876217222,0.176744689922006,0.332960721500511
"181",185,0.0542757169688444,0.169227061144063,0.323604999898645
"182",186,0.0599157605260278,0.170412192670769,0.342804425210163
"183",187,0.0489388979642965,0.163325415835328,0.328545463823947
"184",188,0.0513063122880788,0.164344162297812,0.292097714265499
"185",189,0.0578234169843305,0.175573770381119,0.303902509431479
"186",190,0.0541795648422706,0.163516201678445,0.291841148402166
"187",191,0.0589062964170034,0.177824515473852,0.280019669610827
"188",192,0.0565393237461359,0.175413077244632,0.287796410891751
"189",193,0.0571986449860557,0.176253192067358,0.296859239248592
"190",194,0.0627244464368541,0.181870918304788,0.326292519572901
"191",195,0.0591565952895985,0.18200446078697,0.313938553435218
"192",196,0.0535413840424201,0.166066877912874,0.313521108439879
"193",197,0.0571327565620907,0.17616500221528,0.329042290938433
"194",198,0.0558573703135427,0.176183672445827,0.30917017223851
"195",199,0.0583085180443998,0.180967207735635,0.287011985140666
"196",200,0.05299502698633,0.175045720758508,0.315545299488209
"197",201,0.0646902223500988,0.172074206240299,0.326029217519164
"198",202,0.0642364007744882,0.175568552463835,0.323748522521194
"199",203,0.0602465926090557,0.174670525070476,0.340347216857342
"200",204,0.0603693690668819,0.177468544054175,0.365206227777308
"201",205,0.0597074228906155,0.169982769416538,0.347625291914172
"202",206,0.0608654619915859,0.164942388095207,0.336067260751427
"203",207,0.057042544644693,0.166763178694123,0.346201246747222
"204",208,0.0649677747732443,0.178183660769277,0.349941694986071
