"","weeks","frac_positive","lb_positive_week","ub_positive_week","lb_positive","ub_positive"
"139",143,0.504428649535265,-0.0115566834965554,0.0852630820865596,0.00656274623176717,0.0825270792633272
"140",144,0.488901038819027,0.0405010054789027,0.0957098220590678,0.0270494556388342,0.0792601613930547
"141",145,0.478731547293603,0.0289136507789479,0.112822787156414,0.000210729468837221,0.103719895694609
"142",146,0.468452706396938,0.0257137282079486,0.139522525355969,0.00868486859385941,0.120913205778525
"143",147,0.467359212684527,0.0277370627507537,0.111409074257828,0.0301104952145003,0.0741023448770165
"144",148,0.482668124658283,0.0322748583963344,0.124407952850683,0.0106340015907715,0.102219864659514
"145",149,0.50781848004374,0.0317051172623174,0.125124972575209,-0.0103657477837734,0.114373551100726
"146",150,0.486932750136687,-0.0146370873049073,0.113248697263127,0.0242870520507623,0.102207798021289
"147",151,0.530563149261892,-0.000403847534059638,0.105328325065999,0.0265121353505783,0.0971203105111018
"148",152,0.475997813012575,-0.00788541092318168,0.113530884320604,0.0266359492049717,0.103626066535341
"149",153,0.445598687807545,0.0178294557072293,0.0944421318064217,0.0379992871613658,0.086349566904642
"150",154,0.442646254784035,0.0363844060756599,0.0880898857731682,0.0678265125704747,0.0808933376387484
"151",155,0.451284855112083,-0.00258884405736812,0.0825694709697817,0.0117631323135193,0.0915009164868717
"152",156,0.37353745215965,-0.00249649477038019,0.08627633108262,0.00632721610196405,0.0845320996293036
"153",157,0.338326954620011,-0.0371935034185721,0.0845936386583701,-0.017192812664613,0.0876169217085252
"154",158,0.399671951886277,-0.0206931717967451,0.0840131225004209,0.00737609264901033,0.088605254267136
"155",159,0.42055768179333,0.0102443717948247,0.0918328209231645,0.025619837095968,0.101518519020368
"156",160,0.441115363586659,0.000628914357042034,0.0707645217347291,0.0254020160928496,0.0743794392853546
"157",161,0.44603608529251,-0.0291941443284072,0.105506417317813,-0.00238607045447796,0.101653771187939
"158",162,0.460579551667578,-0.0204023983597066,0.117091871566603,-0.0180822252245915,0.114929514553176
"159",163,0.437397484964461,-0.0245766886017249,0.122198335254434,-0.00694821665718026,0.106497847469713
"160",164,0.413559322033898,-0.0102840031130288,0.107767042390173,0.00827251262329661,0.0990164592017039
"161",165,0.491416074357572,0.013881002378558,0.0978593599277908,0.0177677334586961,0.0952942358764618
"162",166,0.493493712411154,-0.016021442921137,0.0998088385896292,-0.0223685627761606,0.0991970412582053
"163",167,0.484855112083105,0.0159953527356706,0.0967794370513667,0.0136370748454305,0.108210440848938
"164",168,0.442974302897758,0.050938725431515,0.0916140206859507,0.0536839294990666,0.0985274842092372
"165",169,0.452815746309459,-0.00745434561363621,0.0951354663784131,0.0161674055125491,0.0974062006916786
"166",170,0.429633679606342,0.00406649295909687,0.0987076418279166,0.024466186400184,0.0949863455489687
"167",171,0.43925642427556,-0.00590848996826508,0.107729455543127,-0.00166480590340517,0.115034590526467
"168",172,0.436522689994533,-0.00426445010051805,0.11894373807369,0.00643840762100773,0.113615942036342
"169",173,0.457627118644068,-0.00169461782302637,0.11078321137771,0.00303574905333295,0.1216403268075
"170",174,0.419682886823401,-0.004789815663107,0.110814507625193,0.0197381559301918,0.0960630863693446
"171",175,0.443521049753964,-0.0101969358040558,0.122913475263445,-0.00420335516707902,0.119120210883615
"172",176,0.401640240568617,0.0126776139910249,0.118808748627856,0.0142604960409228,0.11120475835555
"173",177,0.370038272279934,-0.00114095821342919,0.11437552531716,-0.00429474879290792,0.105697072507618
"174",178,0.403717878622198,-0.00507181749769504,0.113951596432366,-0.0125992144930884,0.112595995018145
"175",179,0.440787315472936,-0.00645295493408092,0.11457093334974,0.00122486850012597,0.0974486463270053
"176",180,0.397703663203937,0.0379139417167452,0.0787378973030175,0.0308525635223817,0.0789395119417359
