"","weeks","lb_positive","ub_positive"
"164",168,0.0962070624523814,0.0787902573360408
"165",169,0.0740888412583764,0.0764532819070056
"166",170,0.0645796885982838,0.0744128338302659
"167",171,0.0271406789425497,0.101349542443335
"168",172,0.030887900544878,0.0980935392397804
"169",173,0.0356722948432158,0.111885037629024
"170",174,0.0433601696632118,0.0937949675872461
"171",175,0.0137099338247307,0.107374271675522
"172",176,0.00398201665549749,0.132480714282146
"173",177,-0.00853082470685482,0.109097770932104
"174",178,-0.0314344432808753,0.139577381466683
"175",179,0.0562761131339722,0.0981326929750101
"176",180,0.0543393569067526,0.0842584163578711
"177",181,0.0338165133757007,0.122722808824481
"178",182,-0.00360025033774115,0.138714004163219
"179",183,-0.00593220531501669,0.134953376185356
"180",184,0.00734396514980616,0.123377972726959
"181",185,-0.0204456953716646,0.120842628596896
"182",186,0.0389659796299611,0.101206262442069
"183",187,-0.0192376877364012,0.144984224317282
"184",188,-0.000967729480860559,0.132298116290292
"185",189,0.0174538959865106,0.113572952847042
"186",190,-0.011412042914239,0.129734701844555
"187",191,-0.0120893888482408,0.127490006817233
"188",192,-0.0124345028298984,0.104632234172962
"189",193,-0.0253821762010672,0.113014572790259
"190",194,-0.0384557543723033,0.11413290353337
"191",195,-0.0600492745915785,0.145322478750873
"192",196,-0.053245538913054,0.145183061129958
"193",197,-0.015771805246634,0.0857472023376515
"194",198,0.0112452555483626,0.0953592831720965
"195",199,-0.036001257357576,0.13315784373305
"196",200,0.0217685461607195,0.0958000826371407
"197",201,0.0519654492066524,0.0898158769465025
"198",202,0.0084665794928108,0.102535548932739
"199",203,0.0277173020842476,0.108996413113933
"200",204,0.0197803782891376,0.114165919012887
"201",205,0.0163488751496118,0.0995747889845445
"202",206,-0.0118739206065309,0.124757701409918
"203",207,-0.0163630848993761,0.104847379104851
"204",208,-0.0144968395033713,0.111926986084168
