"","weeks","bound","group"
"332",132,1.92881114301176,1
"333",133,1.93908159148536,1
"334",134,1.95542220664238,1
"335",135,1.93954418545143,1
"336",136,1.93060199422742,1
"337",137,1.95951681024518,1
"338",138,1.97451037595775,1
"339",139,1.97459525424234,1
"340",140,1.97303336527327,1
"341",141,1.965764184423,1
"342",142,1.95758970485243,1
"343",143,1.96387656005018,1
"344",144,1.96979372898722,1
"345",145,1.96982157693625,1
"346",146,1.97741603559706,1
"347",147,1.95637396196608,1
"348",148,1.97701955266063,1
"349",149,1.9680272887714,1
"350",150,1.97469929148936,1
"351",151,2.00606542425778,1
"352",152,1.97566666699258,1
"353",153,1.98367778514291,1
"354",154,1.98819873539125,1
"355",155,1.99055874262183,1
"356",156,1.96076917840718,1
"357",157,1.98300107443582,1
"358",158,1.98557402399948,1
"359",159,1.98086632126436,1
"360",160,1.98202836683033,1
"361",161,1.98793921196616,1
"362",162,1.97699543501206,1
"363",163,1.99485207166394,1
"364",164,1.99917746831042,1
"365",165,1.96971243201235,1
"366",166,1.99647898161169,1
"367",167,2.03605073826395,1
"368",168,2.03280139703807,1
"369",169,2.01723301967201,1
"370",170,2.03817138887481,1
"371",171,2.02913575166365,1
"372",172,2.02937428303695,1
"373",173,2.02351776091509,1
"374",174,2.04818358020733,1
"375",175,2.03972501676529,1
"376",176,2.03734004143439,1
"377",177,2.04510104005309,1
"378",178,2.01739973170543,1
"379",179,2.0275920918564,1
"380",180,2.01411723025245,1
"381",181,2.03446732983384,1
"382",182,2.03260812871059,1
"383",183,2.05638128881453,1
"384",184,2.04254636375097,1
"385",185,2.0409811548791,1
"386",186,2.03732049395333,1
"387",187,2.02024612406439,1
"388",188,1.99047148960606,1
"389",189,1.99914067831432,1
"390",190,2.03086494673853,1
"391",191,1.99790553199846,1
"392",192,1.99988716273013,1
"393",193,1.99625408610291,1
"394",194,2.04972897111767,1
"395",195,1.98624527116511,1
"396",196,2.00300895924857,1
"397",197,1.99964610822999,1
"398",198,2.03700498466388,1
"399",199,2.03310064738069,1
"400",200,1.99749751640531,1
"401",201,2.04939782819869,1
"402",202,2.03009645200149,1
"403",203,2.04037415221782,1
"404",204,2.02233802341542,1
"405",205,2.00740010726985,1
"406",206,2.01196996819588,1
"407",207,2.01718624037786,1
"408",208,2.03690695060304,1
