"","weeks","bound","group"
"323",123,1.90149927673576,1
"324",124,1.89636745503753,1
"325",125,1.90389250776955,1
"326",126,1.89563700290213,1
"327",127,1.89124942048097,1
"328",128,1.89918148081916,1
"329",129,1.89433718353081,1
"330",130,1.89408597030911,1
"331",131,1.90883309347709,1
"332",132,1.92609542474345,1
"333",133,1.92617586087957,1
"334",134,1.93124154698603,1
"335",135,1.93677852250368,1
"336",136,1.93812008247243,1
"337",137,1.94772380988135,1
"338",138,1.95510356122523,1
"339",139,1.96777168227559,1
"340",140,1.97152694702914,1
"341",141,1.97645734889738,1
"342",142,1.97336448460997,1
"343",143,1.97617058612458,1
"344",144,1.97952278877038,1
"345",145,1.98127649975252,1
"346",146,1.9865095671211,1
"347",147,1.97533539750713,1
"348",148,1.9715382776781,1
"349",149,1.98375027708231,1
"350",150,1.98465663311155,1
"351",151,1.98391308813672,1
"352",152,1.98408447147199,1
"353",153,1.98759033555321,1
"354",154,1.98755601969715,1
"355",155,1.99073993712234,1
"356",156,1.97767292489486,1
"357",157,1.99750091866574,1
"358",158,1.9912767624048,1
"359",159,1.99337535158567,1
"360",160,1.98904571227458,1
"361",161,1.98531393256147,1
"362",162,1.98273924205224,1
"363",163,1.99151124413425,1
"364",164,1.98967048063938,1
"365",165,1.98767438432031,1
"366",166,1.99377457438683,1
"367",167,2.00596472609178,1
"368",168,2.00058514396678,1
"369",169,1.99504737263305,1
"370",170,2.00487801258834,1
"371",171,2.00225484111451,1
"372",172,2.00381610816118,1
"373",173,2.00141471246844,1
"374",174,2.01350249474711,1
"375",175,2.00408609670332,1
"376",176,2.00979022720117,1
"377",177,2.01521219445782,1
"378",178,2.00549357453629,1
"379",179,2.00971155506434,1
"380",180,2.0116304085556,1
"381",181,2.01217210124642,1
"382",182,2.00794334875449,1
"383",183,2.01119884382479,1
"384",184,2.00730987869438,1
"385",185,2.0198037713347,1
"386",186,2.01863313424876,1
"387",187,2.01243669003587,1
"388",188,2.0090043225553,1
"389",189,2.01030753396932,1
"390",190,2.01461615226886,1
"391",191,2.00217548940714,1
"392",192,2.00549174647135,1
"393",193,2.00412352904834,1
"394",194,2.02591103648872,1
"395",195,2.00777784682462,1
"396",196,2.01237800200038,1
"397",197,2.01547521391442,1
"398",198,2.01956748204767,1
"399",199,2.01859009900372,1
"400",200,2.0185945385676,1
"401",201,2.02144899319743,1
"402",202,2.0166117069162,1
"403",203,2.02059910390072,1
"404",204,2.01213001140995,1
"405",205,2.01336576904023,1
"406",206,2.0163600528247,1
"407",207,2.01321367550698,1
"408",208,2.02334813363876,1
