"","lower_bound","upper_bound"
"1",-0.0888156572337854,0.0169621737617241
"2",-0.155069385309554,0.0740829455354178
"3",-0.116272848036025,0.0835967623452306
"4",-0.149169994077719,0.130279947075798
"5",-0.149826812781142,0.13462475567577
"6",-0.188438204637029,0.180261648886032
"7",-0.162250235995627,0.176290497838787
"8",-0.200616851810178,0.231307995822101
"9",-0.194473692674056,0.198108855160309
"10",-0.226263310109734,0.24290298622706
"11",-0.191709234140164,0.199263919295161
"12",-0.216812812443014,0.243377767707236
"13",-0.189165860820313,0.198268240189432
"14",-0.215019051793466,0.240776803938003
"15",-0.186470199642159,0.1952873667619
"16",-0.211199066649761,0.23556879351083
"17",-0.185375157157564,0.214211334296237
"18",-0.211115437176233,0.253739075591171
"19",-0.186435711940128,0.192636117663765
"20",-0.209844677749813,0.228669905229997
"21",-0.181952652086546,0.208242681528075
"22",-0.206073664235645,0.243599526364829
"23",-0.176537079085152,0.190266022996947
"24",-0.199793239876127,0.22342282806058
"25",-0.177026698675595,0.187947040018964
"26",-0.199074285904438,0.217596499075373
"27",-0.176828197311059,0.188606151298978
"28",-0.197746725492719,0.215949708337587
"29",-0.172670728881719,0.186807496526069
"30",-0.192634027884703,0.214395399419943
"31",-0.175086093250538,0.187511410785721
"32",-0.195320168688493,0.216103309564248
"33",-0.168980825182591,0.184978319731382
"34",-0.18920836094859,0.216553911924995
"35",-0.169274882832365,0.167589698148394
"36",-0.190767445077842,0.202704780015532
"37",-0.162182604747885,0.163303806909587
"38",-0.183016290011673,0.199562224274455
"39",-0.154879732230801,0.174637209915141
"40",-0.174483068723715,0.212753707792757
"41",-0.160338205233912,0.164179998758993
"42",-0.183005988545319,0.200088421757822
"43",-0.160986127130077,0.142443459836956
"44",-0.18572544618906,0.172362486966413
"45",-0.16062389074418,0.14990534591089
"46",-0.186841566388023,0.179470653859897
"47",-0.156341161152481,0.144921243478298
"48",-0.184763381452625,0.174221653294754
"49",-0.154633968024043,0.142013709257536
"50",-0.181955672185841,0.169822270289803
"51",-0.134425493384131,0.144092082406106
"52",-0.16372464390705,0.173479890704451
"53",-0.14412274811535,0.151730418500173
"54",-0.173767097310064,0.181798588033815
"55",-0.120793932253169,0.147174970225133
"56",-0.148490404648009,0.179434573587392
"57",-0.11196643967401,0.14488357469727
"58",-0.137274367336124,0.177345364600797
"59",-0.10786816997794,0.135724016259288
"60",-0.132782826592318,0.169326366090888
"61",-0.111471843044829,0.151016915158725
"62",-0.136676334687618,0.184626346208079
"63",-0.109340640255721,0.15478205134631
"64",-0.135474873228859,0.188736787146854
"65",-0.106164863927642,0.144695817345098
"66",-0.133502852575704,0.177893098333986
"67",-0.110429998073757,0.14131125415052
"68",-0.136074038817535,0.172250051698703
"69",-0.115499910826859,0.153729727795797
"70",-0.140589647821664,0.185192861983997
"71",-0.106450927011192,0.138945843296098
"72",-0.131864683529003,0.168208698292679
"73",-0.105359167816362,0.14115959204915
"74",-0.128963178095067,0.170412377119967
"75",-0.101106589519225,0.147673168803854
"76",-0.125344480041252,0.177529769228864
"77",-0.103378739182777,0.144272467152098
"78",-0.12640330370834,0.17416160799039
"79",-0.105007786094985,0.142126806627494
"80",-0.1309969392167,0.172704745745648
"81",-0.111392777605809,0.137466393374054
"82",-0.139166291246508,0.169546997794709
"83",-0.115304615675482,0.137058785873566
"84",-0.14066677184576,0.168732681224834
"85",-0.109928677616046,0.135470595070197
"86",-0.137344325803672,0.165962630073735
"87",-0.108763054480226,0.134277241668875
"88",-0.137044640859317,0.164488507082111
"89",-0.103446398405616,0.132634921489519
"90",-0.13386052548848,0.163434540356252
"91",-0.0912205391393658,0.108257847903767
"92",-0.123182556449064,0.137830085796228
"93",-0.0990964702425205,0.115566766953946
"94",-0.129262857810603,0.144199747349994
"95",-0.0921259375937417,0.10808611828691
"96",-0.12655545533697,0.13723597894993
"97",-0.0961023702193594,0.100175913991118
"98",-0.128919620899182,0.130506572408601
"99",-0.090869648524974,0.100488059945759
"100",-0.126396654781642,0.132353058238056
"101",-0.0826064768435105,0.112444319441141
"102",-0.116717755333353,0.143276870405025
"103",-0.0870262931788785,0.114363130110302
"104",-0.123939699844574,0.146283071809224
"105",-0.0877059420021173,0.100989910677326
"106",-0.123919729298157,0.134835488284125
"107",-0.0853872295230155,0.109462830212901
"108",-0.118487340410049,0.143531393778267
"109",-0.0913834606620053,0.107073967135319
"110",-0.122690330024132,0.141146066445847
"111",-0.0849772929661179,0.114027014098197
"112",-0.117128721008999,0.148140431792437
"113",-0.0868563530575778,0.115124972360908
"114",-0.118706438500278,0.150143453003246
"115",-0.0865079974695282,0.123487408936612
"116",-0.118327641332879,0.160563942524906
"117",-0.087522293408954,0.122115230063973
"118",-0.119100973772257,0.159851058612884
"119",-0.0750093589124715,0.108872150934031
"120",-0.112266238646097,0.149182455840539
"121",-0.0833080542141167,0.103054373559817
"122",-0.120485409467417,0.141924317239505
"123",-0.0835145847071156,0.104117914400793
"124",-0.123122461705667,0.143628186472022
"125",-0.0875428409206018,0.0968468445787088
"126",-0.124791390889293,0.134158983145858
"127",-0.0720387642144767,0.107548651301388
"128",-0.109858082657535,0.145792778156874
"129",-0.0658634051889399,0.0988509101885042
"130",-0.104104404647309,0.136081377777301
"131",-0.0590618679229018,0.100020735369815
"132",-0.0990619170581279,0.13772607947298
"133",-0.0632559546810929,0.100007070364789
"134",-0.101142382926954,0.137283839908171
"135",-0.065622116377719,0.111378999183983
"136",-0.103509095549148,0.148932328972844
"137",-0.0671214635016621,0.110160766644605
"138",-0.109825118892314,0.149534112045612
"139",-0.0661323371514065,0.113393249863543
"140",-0.112161951680219,0.15283759782589
"141",-0.0647301170106528,0.10968976869402
"142",-0.107895644086654,0.149018203791903
"143",-0.0649213266931199,0.106373549630445
"144",-0.108711541468066,0.145105142274475
"145",-0.0573601445671839,0.101597472772228
"146",-0.101933201513118,0.13920332213984
"147",-0.0568061393994785,0.104579273457861
"148",-0.101751503175311,0.143113325128634
"149",-0.0384173848188846,0.0984066171557867
"150",-0.0822217984156335,0.136529373228857
"151",-0.0419607224027264,0.107311568951413
"152",-0.0827815251795562,0.14490652408993
"153",-0.03438261823517,0.102467607233864
"154",-0.0783320847372809,0.142299969924302
"155",-0.028060316907186,0.100850637447855
"156",-0.0730832693330203,0.139976236234706
"157",-0.0302995541867811,0.104782869989336
"158",-0.0745268699543006,0.14333541869613
"159",-0.0350707949755383,0.108785066317393
"160",-0.0795642857555265,0.146546821492398
"161",-0.0292055895016662,0.102119364008507
"162",-0.0714939369145473,0.137653862440147
"163",-0.0278695286907084,0.096532635921527
"164",-0.0706609034563428,0.132676995790444
"165",-0.0121677993942333,0.0828523188557786
"166",-0.0519558394531426,0.115655696813346
"167",-0.0187690981908847,0.0868009629976984
"168",-0.0575380001858368,0.119609719940453
"169",-0.0160279825725821,0.0861550255557059
"170",-0.0568495649999458,0.119416557414864
"171",-0.0253552238070736,0.0931932493258522
"172",-0.0658821632176149,0.126229251540658
"173",-0.0196900383677761,0.0818924562074062
"174",-0.0597522567921389,0.114593595450037
"175",-0.0190567728532622,0.0817536768147059
"176",-0.0588745169381903,0.115859610893914
"177",-0.0223170847412675,0.0940827815282273
"178",-0.0602905440784955,0.127074830464949
"179",-0.0164331557396691,0.0847308665905134
"180",-0.0501718874251173,0.117284699988222
"181",-0.0276543989465825,0.104907547839152
"182",-0.0616428823316266,0.140607441734385
"183",-0.0218380262873773,0.0926134624255864
"184",-0.0580170424234439,0.130238656713897
"185",-0.0223727888482257,0.0999394312824082
"186",-0.0566689720180459,0.135942829858223
"187",-0.0313715945149625,0.104774230046058
"188",-0.0626599848170012,0.138506075777298
"189",-0.0291868212431099,0.105355850191006
"190",-0.0618933327533644,0.139782771404062
"191",-0.0325937347477709,0.107598336760323
"192",-0.0661144393146654,0.143627121211284
"193",-0.0452371110249287,0.114203561601988
"194",-0.0776553358338645,0.148802248377934
"195",-0.0360832134437489,0.105219777194433
"196",-0.0726758122028178,0.13943479057556
"197",-0.0434589638947375,0.107195517497561
"198",-0.0755079976443376,0.141685911445547
"199",-0.0408219502202138,0.109754551379703
"200",-0.074003039031955,0.144243779324923
"201",-0.0251764670119276,0.101640468458423
